query_id,subject_id,perc_identity,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
tr|A0A8V0YUB0|A0A8V0YUB0_CHICK,sp|Q9NZM6|PK2L2_HUMAN,49.601,627,265,5,12,593,4,624,0,567
tr|A0A8V0YUB2|A0A8V0YUB2_CHICK,sp|P54753|EPHB3_HUMAN,86.57,968,122,4,26,990,36,998,0,1723
tr|A0A8V0YUB5|A0A8V0YUB5_CHICK,sp|O75475|PSIP1_HUMAN,68.448,580,131,6,1,578,1,530,0,704
tr|A0A8V0YUC5|A0A8V0YUC5_CHICK,sp|P42285|MTREX_HUMAN,91.171,1042,79,1,69,1097,1,1042,0,1964
tr|A0A8V0YUC8|A0A8V0YUC8_CHICK,sp|P07099|HYEP_HUMAN,63.519,466,157,4,1,464,1,455,0,625
tr|A0A8V0YUC9|A0A8V0YUC9_CHICK,sp|Q8N8S7|ENAH_HUMAN,98.45,129,2,0,1,129,14,142,3.82e-90,287
tr|A0A8V0YUD0|A0A8V0YUD0_CHICK,sp|P42285|MTREX_HUMAN,88.1,1042,77,2,69,1063,1,1042,0,1875
tr|A0A8V0YUD1|A0A8V0YUD1_CHICK,sp|Q9UJA5|TRM6_HUMAN,73.596,356,90,3,10,364,19,371,8.08e-177,500
tr|A0A8V0YUD4|A0A8V0YUD4_CHICK,sp|Q9H2X0|CHRD_HUMAN,53.659,902,363,12,38,912,66,939,0,901
tr|A0A8V0YUD4|A0A8V0YUD4_CHICK,sp|Q9H2X0|CHRD_HUMAN,32.62,187,101,10,662,831,763,941,3.99e-14,76.6
tr|A0A8V0YUD4|A0A8V0YUD4_CHICK,sp|Q9H2X0|CHRD_HUMAN,31.313,99,55,3,840,925,47,145,1.14e-06,52.4
tr|A0A8V0YUE3|A0A8V0YUE3_CHICK,sp|Q04727|TLE4_HUMAN,96.641,774,4,2,1,753,1,773,0,1535
tr|A0A8V0YUE8|A0A8V0YUE8_CHICK,sp|Q04727|TLE4_HUMAN,92.885,773,4,1,1,722,1,773,0,1474
tr|A0A8V0YUF1|A0A8V0YUF1_CHICK,sp|P46663|BKRB1_HUMAN,43.305,351,188,5,5,350,6,350,3.69e-89,271
tr|A0A8V0YUF2|A0A8V0YUF2_CHICK,sp|A6NHT5|HMX3_HUMAN,76.786,56,13,0,115,170,215,270,9.2e-19,85.1
tr|A0A8V0YUG3|A0A8V0YUG3_CHICK,sp|Q9UJA5|TRM6_HUMAN,67.857,476,115,6,10,450,19,491,0,608
tr|A0A8V0YUG4|A0A8V0YUG4_CHICK,sp|Q9H2M9|RBGPR_HUMAN,80.216,1390,267,4,28,1409,1,1390,0,2251
tr|A0A8V0YUG7|A0A8V0YUG7_CHICK,sp|P17643|TYRP1_HUMAN,71.429,539,113,3,1,500,1,537,0,811
tr|A0A8V0YUG8|A0A8V0YUG8_CHICK,sp|Q9UJA3|MCM8_HUMAN,80.929,409,77,1,2,410,105,512,0,686
tr|A0A8V0YUH1|A0A8V0YUH1_CHICK,sp|Q07866|KLC1_HUMAN,96.071,560,20,2,1,560,1,558,0,1100
tr|A0A8V0YUH4|A0A8V0YUH4_CHICK,sp|Q6FHJ7|SFRP4_HUMAN,66.185,346,89,2,32,350,2,346,2.23e-163,459
tr|A0A8V0YUH5|A0A8V0YUH5_CHICK,sp|Q4G0N4|NAKD2_HUMAN,80.296,406,63,2,53,457,53,442,0,665
tr|A0A8V0YUH7|A0A8V0YUH7_CHICK,sp|Q96AA8|JKIP2_HUMAN,94.279,804,46,0,1,804,1,804,0,1495
tr|A0A8V0YUH9|A0A8V0YUH9_CHICK,sp|O95861|BPNT1_HUMAN,80.719,306,59,0,63,368,3,308,0,526
tr|A0A8V0YUI0|A0A8V0YUI0_CHICK,sp|Q13393|PLD1_HUMAN,77.572,1079,193,9,1,1035,1,1074,0,1726
tr|A0A8V0YUI2|A0A8V0YUI2_CHICK,sp|Q14728|MFS10_HUMAN,62.548,259,88,1,16,274,16,265,5.64e-90,280
tr|A0A8V0YUI3|A0A8V0YUI3_CHICK,sp|P11171|EPB41_HUMAN,70.845,734,161,9,1,689,1,726,0,1029
tr|A0A8V0YUI3|A0A8V0YUI3_CHICK,sp|P11171|EPB41_HUMAN,91.176,136,12,0,828,963,729,864,8.75e-58,214
tr|A0A8V0YUI6|A0A8V0YUI6_CHICK,sp|Q9ULW0|TPX2_HUMAN,56.935,757,292,12,2,739,6,747,0,712
tr|A0A8V0YUI8|A0A8V0YUI8_CHICK,sp|Q92545|TM131_HUMAN,78.529,1849,375,11,8,1852,53,1883,0,2787
tr|A0A8V0YUI9|A0A8V0YUI9_CHICK,sp|Q8NEZ2|VP37A_HUMAN,79,400,78,3,1,397,1,397,0,607
tr|A0A8V0YUJ4|A0A8V0YUJ4_CHICK,sp|Q06187|BTK_HUMAN,85.281,659,91,4,1,654,1,658,0,1169
tr|A0A8V0YUJ5|A0A8V0YUJ5_CHICK,sp|P11171|EPB41_HUMAN,76.13,553,113,6,1,541,1,546,0,858
tr|A0A8V0YUJ5|A0A8V0YUJ5_CHICK,sp|P11171|EPB41_HUMAN,70.093,321,61,4,616,903,546,864,9.31e-121,387
tr|A0A8V0YUJ7|A0A8V0YUJ7_CHICK,sp|Q86SJ2|AMGO2_HUMAN,67.05,522,171,1,1,521,1,522,0,699
tr|A0A8V0YUK0|A0A8V0YUK0_CHICK,sp|Q15024|EXOS7_HUMAN,90.566,53,5,0,1,53,1,53,4.99e-27,102
tr|A0A8V0YUK7|A0A8V0YUK7_CHICK,sp|P07814|SYEP_HUMAN,80.249,1524,240,5,1,1475,1,1512,0,2500
tr|A0A8V0YUL8|A0A8V0YUL8_CHICK,sp|Q92870|APBB2_HUMAN,89.523,754,71,4,17,765,8,758,0,1401
tr|A0A8V0YUM0|A0A8V0YUM0_CHICK,sp|O95772|STR3N_HUMAN,76.777,211,40,1,1,202,1,211,1.32e-113,325
tr|A0A8V0YUM4|A0A8V0YUM4_CHICK,sp|P20333|TNR1B_HUMAN,31.533,463,258,16,18,455,31,459,2.95e-45,163
tr|A0A8V0YUM8|A0A8V0YUM8_CHICK,sp|Q9ULP9|TBC24_HUMAN,76.354,554,102,4,4,532,6,555,0,874
tr|A0A8V0YUM9|A0A8V0YUM9_CHICK,sp|P35711|SOX5_HUMAN,90.272,771,25,3,5,734,2,763,0,1407
tr|A0A8V0YUN1|A0A8V0YUN1_CHICK,sp|Q9UIJ5|ZDHC2_HUMAN,86.81,326,42,1,7,331,42,367,0,604
tr|A0A8V0YUN2|A0A8V0YUN2_CHICK,sp|Q86U10|LPP60_HUMAN,53.333,510,225,5,30,536,8,507,0,522
tr|A0A8V0YUN2|A0A8V0YUN2_CHICK,sp|Q86U10|LPP60_HUMAN,23.27,159,113,2,324,482,404,553,0.021,37.4
tr|A0A8V0YUN5|A0A8V0YUN5_CHICK,sp|P08631|HCK_HUMAN,78.436,473,99,2,23,493,54,525,0,776
tr|A0A8V0YUN8|A0A8V0YUN8_CHICK,sp|P62314|SMD1_HUMAN,93.277,119,0,1,1,111,1,119,8.83e-74,214
tr|A0A8V0YUP0|A0A8V0YUP0_CHICK,sp|Q99541|PLIN2_HUMAN,72.906,406,109,1,1,406,1,405,0,599
tr|A0A8V0YUP9|A0A8V0YUP9_CHICK,sp|P02462|CO4A1_HUMAN,70.979,1654,402,6,16,1599,24,1669,0,1447
tr|A0A8V0YUQ0|A0A8V0YUQ0_CHICK,sp|P04196|HRG_HUMAN,33.597,253,132,7,24,260,16,248,1.52e-37,148
tr|A0A8V0YUQ4|A0A8V0YUQ4_CHICK,sp|Q96JJ3|ELMO2_HUMAN,95.095,734,22,2,1,734,1,720,0,1442
tr|A0A8V0YUQ5|A0A8V0YUQ5_CHICK,sp|Q96PE3|INP4A_HUMAN,89.229,947,62,2,1,908,1,946,0,1736
tr|A0A8V0YUR4|A0A8V0YUR4_CHICK,sp|P14678|RSMB_HUMAN,95.238,189,9,0,1,189,1,189,3.44e-126,356
tr|A0A8V0YUR8|A0A8V0YUR8_CHICK,sp|Q96PE3|INP4A_HUMAN,90.471,997,75,3,1,997,1,977,0,1862
tr|A0A8V0YUS3|A0A8V0YUS3_CHICK,sp|Q96PE3|INP4A_HUMAN,89.569,997,73,4,1,986,1,977,0,1833
tr|A0A8V0YUS5|A0A8V0YUS5_CHICK,sp|P29965|CD40L_HUMAN,37.719,228,115,8,160,379,53,261,3.53e-38,137
tr|A0A8V0YUS8|A0A8V0YUS8_CHICK,sp|P02462|CO4A1_HUMAN,58.715,1681,555,19,26,1602,24,1669,0,1040
tr|A0A8V0YUT1|A0A8V0YUT1_CHICK,sp|A2RU54|HMX2_HUMAN,54.015,137,49,3,112,245,139,264,1.1e-36,130
tr|A0A8V0YUT6|A0A8V0YUT6_CHICK,sp|Q8TEU7|RPGF6_HUMAN,80.206,1652,268,11,1,1644,1,1601,0,2585
tr|A0A8V0YUT8|A0A8V0YUT8_CHICK,sp|P02765|FETUA_HUMAN,37.5,352,168,9,29,344,32,367,3.24e-58,192
tr|A0A8V0YUU5|A0A8V0YUU5_CHICK,sp|Q9BWT6|MND1_HUMAN,65.341,176,41,1,1,176,1,156,7.03e-72,216
tr|A0A8V0YUU6|A0A8V0YUU6_CHICK,sp|Q53HI1|UNC50_HUMAN,80.672,238,43,2,1,237,1,236,6.09e-140,392
tr|A0A8V0YUU8|A0A8V0YUU8_CHICK,sp|Q9NP08|HMX1_HUMAN,57.082,233,70,5,104,306,116,348,7.53e-62,199
tr|A0A8V0YUU8|A0A8V0YUU8_CHICK,sp|Q9NP08|HMX1_HUMAN,55.882,34,15,0,34,67,1,34,0.006,37.7
tr|A0A8V0YUW1|A0A8V0YUW1_CHICK,sp|P11171|EPB41_HUMAN,70.981,734,158,8,1,687,1,726,0,1015
tr|A0A8V0YUW1|A0A8V0YUW1_CHICK,sp|P11171|EPB41_HUMAN,91.176,136,12,0,826,961,729,864,9.82e-58,214
tr|A0A8V0YUW2|A0A8V0YUW2_CHICK,sp|Q9BQQ7|RTP3_HUMAN,37.107,159,92,3,3,155,7,163,6.07e-30,112
tr|A0A8V0YUW3|A0A8V0YUW3_CHICK,sp|Q14240|IF4A2_HUMAN,95.433,416,10,1,1,416,1,407,0,818
tr|A0A8V0YUW7|A0A8V0YUW7_CHICK,sp|Q9ULI4|KI26A_HUMAN,53.725,1973,693,46,17,1955,96,1882,0,1678
tr|A0A8V0YUW8|A0A8V0YUW8_CHICK,sp|Q15399|TLR1_HUMAN,55.07,572,250,4,76,642,212,781,0,658
tr|A0A8V0YUX2|A0A8V0YUX2_CHICK,sp|Q14240|IF4A2_HUMAN,97.23,361,10,0,1,361,1,361,0,733
tr|A0A8V0YUX5|A0A8V0YUX5_CHICK,sp|Q5VWC8|HACD4_HUMAN,68.947,190,57,1,29,218,17,204,1.23e-91,268
tr|A0A8V0YUX6|A0A8V0YUX6_CHICK,sp|P11171|EPB41_HUMAN,71.711,912,180,10,1,882,1,864,0,1244
tr|A0A8V0YUX8|A0A8V0YUX8_CHICK,sp|Q9NRE2|TSH2_HUMAN,82.694,1017,164,6,1,1009,1,1013,0,1647
tr|A0A8V0YUY0|A0A8V0YUY0_CHICK,sp|Q9NQI0|DDX4_HUMAN,65.945,508,146,3,96,585,166,664,0,655
tr|A0A8V0YUY1|A0A8V0YUY1_CHICK,sp|Q9NQQ7|S35C2_HUMAN,66.938,369,93,1,6,374,9,348,1.92e-164,464
tr|A0A8V0YUY4|A0A8V0YUY4_CHICK,sp|Q8NB49|AT11C_HUMAN,83.69,1122,178,2,6,1124,13,1132,0,1934
tr|A0A8V0YUY7|A0A8V0YUY7_CHICK,sp|Q96JM7|LMBL3_HUMAN,50.708,706,269,10,18,706,131,774,0,682
tr|A0A8V0YUY8|A0A8V0YUY8_CHICK,sp|Q14031|CO4A6_HUMAN,60.856,1612,534,11,1,1532,97,1691,0,1236
tr|A0A8V0YUY8|A0A8V0YUY8_CHICK,sp|Q14031|CO4A6_HUMAN,38.372,1204,481,32,356,1354,66,1213,5.49e-77,282
tr|A0A8V0YUY8|A0A8V0YUY8_CHICK,sp|Q14031|CO4A6_HUMAN,34.338,1194,453,29,448,1354,23,1172,3.35e-56,215
tr|A0A8V0YUY8|A0A8V0YUY8_CHICK,sp|Q14031|CO4A6_HUMAN,34.342,1057,419,24,548,1357,47,1075,3.01e-47,186
tr|A0A8V0YUZ3|A0A8V0YUZ3_CHICK,sp|Q99962|SH3G2_HUMAN,87.714,350,42,1,4,353,4,352,0,644
tr|A0A8V0YV01|A0A8V0YV01_CHICK,sp|Q14031|CO4A6_HUMAN,64.32,1690,579,7,24,1703,16,1691,0,1458
tr|A0A8V0YV04|A0A8V0YV04_CHICK,sp|P07148|FABPL_HUMAN,70.079,127,38,0,36,162,1,127,1.33e-63,191
tr|A0A8V0YV15|A0A8V0YV15_CHICK,sp|Q04724|TLE1_HUMAN,89.61,770,16,2,1,706,1,770,0,1353
tr|A0A8V0YV17|A0A8V0YV17_CHICK,sp|Q99541|PLIN2_HUMAN,71.005,438,126,1,1,438,1,437,0,632
tr|A0A8V0YV23|A0A8V0YV23_CHICK,sp|Q08629|TICN1_HUMAN,83.991,431,62,3,82,510,14,439,0,716
tr|A0A8V0YV27|A0A8V0YV27_CHICK,sp|P78317|RNF4_HUMAN,69.474,190,54,2,19,207,4,190,5.53e-88,256
tr|A0A8V0YV28|A0A8V0YV28_CHICK,sp|Q8WYN0|ATG4A_HUMAN,74.419,344,53,2,28,337,41,383,0,530
tr|A0A8V0YV33|A0A8V0YV33_CHICK,sp|Q08830|FGL1_HUMAN,70.492,305,90,0,17,321,8,312,5.82e-170,474
tr|A0A8V0YV37|A0A8V0YV37_CHICK,sp|Q9BUV0|RSRP1_HUMAN,47.926,217,97,5,160,367,81,290,6.5e-21,91.7
tr|A0A8V0YV38|A0A8V0YV38_CHICK,sp|Q15031|SYLM_HUMAN,71.082,906,257,3,8,911,1,903,0,1387
tr|A0A8V0YV42|A0A8V0YV42_CHICK,sp|P27448|MARK3_HUMAN,91.775,766,26,2,1,742,1,753,0,1407
tr|A0A8V0YV47|A0A8V0YV47_CHICK,sp|P39687|AN32A_HUMAN,95.973,149,6,0,10,158,19,167,4.51e-87,259
tr|A0A8V0YV48|A0A8V0YV48_CHICK,sp|Q8IZE3|PACE1_HUMAN,65.269,763,227,15,1,746,1,742,0,901
tr|A0A8V0YV56|A0A8V0YV56_CHICK,sp|P39687|AN32A_HUMAN,90.377,239,22,1,1,238,1,239,2.17e-100,292
tr|A0A8V0YV59|A0A8V0YV59_CHICK,sp|Q9Y6A5|TACC3_HUMAN,39.061,937,419,27,1,885,1,837,6.92e-154,473
tr|A0A8V0YV61|A0A8V0YV61_CHICK,sp|O95926|SYF2_HUMAN,89.815,216,22,0,93,308,28,243,2.56e-131,372
tr|A0A8V0YV62|A0A8V0YV62_CHICK,sp|P39687|AN32A_HUMAN,94.611,167,9,0,1,167,1,167,1.98e-99,291
tr|A0A8V0YV63|A0A8V0YV63_CHICK,sp|Q5JSH3|WDR44_HUMAN,80.109,915,173,7,78,985,1,913,0,1365
tr|A0A8V0YV69|A0A8V0YV69_CHICK,sp|Q9UJG1|MSPD1_HUMAN,88.479,217,21,3,1,217,1,213,2.31e-128,360
tr|A0A8V0YV73|A0A8V0YV73_CHICK,sp|Q6UN15|FIP1_HUMAN,75.833,240,41,3,1,223,1,240,1.61e-93,286
tr|A0A8V0YV75|A0A8V0YV75_CHICK,sp|Q8TCC3|RM30_HUMAN,65.672,134,46,0,197,330,24,157,3.56e-60,189
tr|A0A8V0YV77|A0A8V0YV77_CHICK,sp|Q04756|HGFA_HUMAN,61.483,553,204,2,38,581,97,649,0,737
tr|A0A8V0YV78|A0A8V0YV78_CHICK,sp|Q86XK7|VSIG1_HUMAN,42.262,336,152,3,7,336,7,306,1.56e-81,253
tr|A0A8V0YV84|A0A8V0YV84_CHICK,sp|Q13509|TBB3_HUMAN,85.011,447,62,2,1,442,1,447,0,781
tr|A0A8V0YV86|A0A8V0YV86_CHICK,sp|Q13761|RUNX3_HUMAN,74.699,415,38,5,1,348,1,415,0,600
tr|A0A8V0YV92|A0A8V0YV92_CHICK,sp|Q13443|ADAM9_HUMAN,70.538,706,204,3,29,732,33,736,0,1064
tr|A0A8V0YV94|A0A8V0YV94_CHICK,sp|O15460|P4HA2_HUMAN,76.029,559,107,4,1,556,1,535,0,879
tr|A0A8V0YV96|A0A8V0YV96_CHICK,sp|Q99717|SMAD5_HUMAN,96.559,465,15,1,1,464,1,465,0,935
tr|A0A8V0YV98|A0A8V0YV98_CHICK,sp|O15460|P4HA2_HUMAN,77.095,537,98,3,1,514,1,535,0,863
tr|A0A8V0YVA0|A0A8V0YVA0_CHICK,sp|Q92729|PTPRU_HUMAN,85.524,1423,194,3,10,1420,24,1446,0,2565
tr|A0A8V0YVA8|A0A8V0YVA8_CHICK,sp|Q9ULI4|KI26A_HUMAN,53.753,1972,692,46,20,1957,97,1882,0,1678
tr|A0A8V0YVB2|A0A8V0YVB2_CHICK,sp|O96014|WNT11_HUMAN,59.202,326,133,0,33,358,29,354,2.54e-132,381
tr|A0A8V0YVB6|A0A8V0YVB6_CHICK,sp|Q9UBR2|CATZ_HUMAN,68.44,282,63,3,26,281,22,303,1.9e-140,397
tr|A0A8V0YVB8|A0A8V0YVB8_CHICK,sp|Q96JM7|LMBL3_HUMAN,55.902,610,220,7,41,648,212,774,0,680
tr|A0A8V0YVB9|A0A8V0YVB9_CHICK,sp|P42166|LAP2A_HUMAN,73.118,186,37,2,1,173,1,186,2.05e-71,239
tr|A0A8V0YVC0|A0A8V0YVC0_CHICK,sp|Q9HAJ7|SP30L_HUMAN,88.298,188,12,2,1,183,1,183,5e-116,326
tr|A0A8V0YVD0|A0A8V0YVD0_CHICK,sp|Q86SG7|LYG2_HUMAN,38.043,184,110,2,16,199,33,212,3.79e-47,153
tr|A0A8V0YVD1|A0A8V0YVD1_CHICK,sp|Q96PH1|NOX5_HUMAN,56.927,794,261,6,1,760,19,765,0,837
tr|A0A8V0YVD6|A0A8V0YVD6_CHICK,sp|Q6P4E1|GOLM2_HUMAN,59.341,364,140,6,1,361,1,359,7.79e-133,386
tr|A0A8V0YVD9|A0A8V0YVD9_CHICK,sp|Q9NUW8|TYDP1_HUMAN,68.081,589,176,5,1,582,1,584,0,793
tr|A0A8V0YVE0|A0A8V0YVE0_CHICK,sp|O14530|TXND9_HUMAN,81.735,219,39,1,1,218,1,219,7.91e-139,387
tr|A0A8V0YVE2|A0A8V0YVE2_CHICK,sp|O14497|ARI1A_HUMAN,86.147,1913,243,12,38,1934,379,2285,0,2880
tr|A0A8V0YVE4|A0A8V0YVE4_CHICK,sp|P78318|IGBP1_HUMAN,56.842,285,118,3,118,399,57,339,5.81e-100,300
tr|A0A8V0YVE5|A0A8V0YVE5_CHICK,sp|P67775|PP2AA_HUMAN,100,275,0,0,36,310,35,309,0,580
tr|A0A8V0YVE8|A0A8V0YVE8_CHICK,sp|Q9H9A5|CNO10_HUMAN,88.978,744,53,3,1,715,1,744,0,1343
tr|A0A8V0YVE9|A0A8V0YVE9_CHICK,sp|Q9Y496|KIF3A_HUMAN,96.307,677,24,1,9,685,9,684,0,1291
tr|A0A8V0YVF0|A0A8V0YVF0_CHICK,sp|P61160|ARP2_HUMAN,99.471,378,2,0,5,382,17,394,0,775
tr|A0A8V0YVF3|A0A8V0YVF3_CHICK,sp|P50440|GATM_HUMAN,86.632,389,51,1,1,388,1,389,0,705
tr|A0A8V0YVF8|A0A8V0YVF8_CHICK,sp|P20815|CP3A5_HUMAN,54.582,502,216,5,1,494,1,498,0,569
tr|A0A8V0YVF9|A0A8V0YVF9_CHICK,sp|Q15052|ARHG6_HUMAN,73.593,693,171,3,231,912,84,775,0,1030
tr|A0A8V0YVG4|A0A8V0YVG4_CHICK,sp|P52569|CTR2_HUMAN,76.783,659,145,6,1,653,1,657,0,980
tr|A0A8V0YVG5|A0A8V0YVG5_CHICK,sp|P46020|KPB1_HUMAN,77.284,1237,267,4,1,1237,1,1223,0,1960
tr|A0A8V0YVG8|A0A8V0YVG8_CHICK,sp|Q68CZ6|HAUS3_HUMAN,53.213,607,276,6,1,603,1,603,0,595
tr|A0A8V0YVG9|A0A8V0YVG9_CHICK,sp|P52569|CTR2_HUMAN,74.203,659,162,6,1,653,1,657,0,953
tr|A0A8V0YVI2|A0A8V0YVI2_CHICK,sp|Q9Y696|CLIC4_HUMAN,93.191,235,16,0,8,242,19,253,2.35e-163,451
tr|A0A8V0YVI6|A0A8V0YVI6_CHICK,sp|Q96FX7|TRM61_HUMAN,66.667,294,79,2,1,294,1,275,2.1e-145,409
tr|A0A8V0YVI7|A0A8V0YVI7_CHICK,sp|Q92878|RAD50_HUMAN,75.788,1206,292,0,1,1206,1,1206,0,1859
tr|A0A8V0YVJ1|A0A8V0YVJ1_CHICK,sp|Q9Y696|CLIC4_HUMAN,93.676,253,16,0,1,253,1,253,4.32e-179,491
tr|A0A8V0YVJ2|A0A8V0YVJ2_CHICK,sp|P54727|RD23B_HUMAN,75.127,394,80,6,13,394,22,409,0,540
tr|A0A8V0YVJ3|A0A8V0YVJ3_CHICK,sp|Q9BV79|MECR_HUMAN,64.848,330,116,0,32,361,44,373,2.98e-163,461
tr|A0A8V0YVJ4|A0A8V0YVJ4_CHICK,sp|Q8N9F0|NAT8L_HUMAN,64.984,317,82,3,71,373,1,302,6.11e-126,364
tr|A0A8V0YVJ5|A0A8V0YVJ5_CHICK,sp|P42858|HD_HUMAN,83.066,2864,456,6,25,2869,79,2932,0,4794
tr|A0A8V0YVJ5|A0A8V0YVJ5_CHICK,sp|P42858|HD_HUMAN,88.235,17,2,0,1,17,1,17,0.88,35
tr|A0A8V0YVJ8|A0A8V0YVJ8_CHICK,sp|A6NCL1|GEMC1_HUMAN,54.745,274,107,6,130,399,74,334,7.97e-85,261
tr|A0A8V0YVJ9|A0A8V0YVJ9_CHICK,sp|Q04756|HGFA_HUMAN,58.228,553,184,2,38,543,97,649,0,683
tr|A0A8V0YVK0|A0A8V0YVK0_CHICK,sp|A6NKD9|CC85C_HUMAN,64.583,432,102,7,12,417,13,419,9.01e-168,476
tr|A0A8V0YVK1|A0A8V0YVK1_CHICK,sp|Q8IVB4|SL9A9_HUMAN,81.197,585,103,3,1,579,62,645,0,984
tr|A0A8V0YVK2|A0A8V0YVK2_CHICK,sp|Q8WXH0|SYNE2_HUMAN,52.033,4526,2027,32,2509,6947,2417,6885,0,4239
tr|A0A8V0YVK2|A0A8V0YVK2_CHICK,sp|Q8WXH0|SYNE2_HUMAN,47.083,2451,1178,28,1,2365,1,2418,0,1962
tr|A0A8V0YVK4|A0A8V0YVK4_CHICK,sp|Q04756|HGFA_HUMAN,57.866,553,180,3,38,537,97,649,0,671
tr|A0A8V0YVK5|A0A8V0YVK5_CHICK,sp|P42858|HD_HUMAN,82.007,3040,470,9,25,3045,79,3060,0,5009
tr|A0A8V0YVK5|A0A8V0YVK5_CHICK,sp|P42858|HD_HUMAN,88.235,17,2,0,1,17,1,17,0.96,35
tr|A0A8V0YVK6|A0A8V0YVK6_CHICK,sp|Q96PD7|DGAT2_HUMAN,58.501,347,144,0,14,360,41,387,5.2e-158,448
tr|A0A8V0YVK7|A0A8V0YVK7_CHICK,sp|Q9UJU2|LEF1_HUMAN,58.793,381,100,13,11,342,16,388,5.18e-122,359
tr|A0A8V0YVK8|A0A8V0YVK8_CHICK,sp|Q9H4W6|COE3_HUMAN,81.293,588,95,6,1,575,1,586,0,989
tr|A0A8V0YVK9|A0A8V0YVK9_CHICK,sp|Q9NZ72|STMN3_HUMAN,93.889,180,11,0,125,304,1,180,4.35e-121,344
tr|A0A8V0YVL3|A0A8V0YVL3_CHICK,sp|O60239|3BP5_HUMAN,80.241,415,57,2,22,411,41,455,0,652
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,61.29,310,99,5,19,320,17,313,5.6e-66,227
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,84.946,93,13,1,313,404,1620,1712,4.02e-45,167
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,34.884,387,188,12,58,400,1227,1593,2.2e-23,102
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,38.567,293,124,8,60,317,1000,1271,1.3e-20,94.4
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,38.514,296,116,7,64,328,780,1040,7.45e-18,85.9
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,38.129,278,150,7,63,328,1101,1368,6.93e-17,82.8
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,39.636,275,111,8,81,313,705,966,3.66e-15,77.4
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,34.539,304,121,11,89,319,275,573,4.68e-13,70.9
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,42.063,126,57,1,59,168,456,581,2.14e-09,59.3
tr|A0A8V0YVL5|A0A8V0YVL5_CHICK,sp|P08572|CO4A2_HUMAN,48.611,72,34,1,58,129,513,581,0.000485,42.4
tr|A0A8V0YVL6|A0A8V0YVL6_CHICK,sp|O00451|GFRA2_HUMAN,75.771,454,105,3,84,535,14,464,0,724
tr|A0A8V0YVL7|A0A8V0YVL7_CHICK,sp|Q9UEG4|ZN629_HUMAN,58.187,342,142,1,92,432,167,508,7.92e-140,421
tr|A0A8V0YVL7|A0A8V0YVL7_CHICK,sp|Q9UEG4|ZN629_HUMAN,58.258,333,136,1,105,437,128,457,4.56e-136,411
tr|A0A8V0YVL7|A0A8V0YVL7_CHICK,sp|Q9UEG4|ZN629_HUMAN,54.545,363,162,3,78,437,123,485,3.06e-133,404
tr|A0A8V0YVL7|A0A8V0YVL7_CHICK,sp|Q9UEG4|ZN629_HUMAN,48.387,372,164,2,94,437,225,596,1.38e-116,360
tr|A0A8V0YVL7|A0A8V0YVL7_CHICK,sp|Q9UEG4|ZN629_HUMAN,32.041,490,172,11,92,434,391,866,3.03e-56,199
tr|A0A8V0YVM0|A0A8V0YVM0_CHICK,sp|Q92599|SEPT8_HUMAN,92.541,429,30,1,1,427,1,429,0,776
tr|A0A8V0YVM3|A0A8V0YVM3_CHICK,sp|Q9NX57|RAB20_HUMAN,74.359,234,56,2,1,230,1,234,2.93e-127,358
tr|A0A8V0YVM7|A0A8V0YVM7_CHICK,sp|Q86TU7|SETD3_HUMAN,85.21,595,85,3,36,628,1,594,0,1055
tr|A0A8V0YVN1|A0A8V0YVN1_CHICK,sp|P28370|SMCA1_HUMAN,92.008,951,64,1,33,971,60,1010,0,1778
tr|A0A8V0YVN2|A0A8V0YVN2_CHICK,sp|Q16778|H2B2E_HUMAN,96.032,126,5,0,70,195,1,126,4.92e-84,244
tr|A0A8V0YVN4|A0A8V0YVN4_CHICK,sp|Q7Z6E9|RBBP6_HUMAN,76.274,569,81,12,1,534,1,550,0,837
tr|A0A8V0YVN4|A0A8V0YVN4_CHICK,sp|Q7Z6E9|RBBP6_HUMAN,65.641,195,60,3,1731,1923,1568,1757,2.6e-23,108
tr|A0A8V0YVN5|A0A8V0YVN5_CHICK,sp|Q8N807|PDILT_HUMAN,42.254,497,282,2,6,498,3,498,7.73e-147,433
tr|A0A8V0YVN8|A0A8V0YVN8_CHICK,sp|Q9BRJ9|MESP1_HUMAN,68,100,27,2,39,133,70,169,2.22e-31,118
