"query_id","subject_id","perc_identity","num_ident_matches","alig_length","mismatches","gap_openings","n_gaps","pos_match","ppos","q_start","q_end","q_len","qcov","qcovhsp","s_start","s_end","s_len","evalue","bit_score","score_raw"
"A0A0D9R7K8","Q6PKC3",94.213,928,985,30,1,27,944,95.84,1,958,958,100,100,1,985,985,0,1912,4953
"A0A0D9R7K9","Q9UBX1",91.529,443,484,17,1,24,454,93.8,1,460,460,100,100,1,484,484,0,912,2358
"A0A0D9R7L0","P0DJ07",95.89,70,73,3,0,0,70,95.89,1,73,73,100,100,1,73,73,4.21e-45,138,348
"A0A0D9R7L1","Q9UQ53",100,548,548,0,0,0,548,100,1,548,548,100,100,1,548,548,0,1132,2928
"A0A0D9R7L2","Q16827",96.765,1017,1051,6,1,28,1019,96.96,1,1023,1023,100,100,166,1216,1216,0,2106,5457
"A0A0D9R7L3","Q8IVA1",99.265,135,136,1,0,0,135,99.26,1,136,136,100,100,1,136,136,1.09e-94,268,686
"A0A0D9R7L4","Q9Y3I0",99.406,502,505,3,0,0,504,99.8,1,505,505,100,100,1,505,505,0,1046,2705
"A0A0D9R7L5","O14618",96.35,264,274,10,0,0,270,98.54,1,274,274,100,100,1,274,274,0,537,1383
"A0A0D9R7L6","Q99732",96.894,156,161,5,0,0,160,99.38,1,161,161,100,100,1,161,161,3.77e-114,320,819
"A0A0D9R7L7","Q16873",99.333,149,150,1,0,0,149,99.33,1,150,150,100,100,1,150,150,3.97e-101,286,731
"A0A0D9R7L8","Q96HA7",93.628,1293,1381,81,4,7,1316,95.29,1,1377,1377,100,100,1,1378,1378,0,2463,6384
"A0A0D9R7L9","Q96PK6",100,112,112,0,0,0,112,100,1,112,147,76,76,1,112,669,1.44e-79,247,630
"A0A0D9R7M0","Q6ZTK2",90.792,493,543,48,1,2,509,93.74,2,544,553,98,98,2,542,550,0,931,2406
"A0A0D9R7M2","Q13886",98.77,241,244,3,0,0,243,99.59,1,244,244,100,100,1,244,244,0,498,1281
"A0A0D9R7M3","Q9H9Q4",96.656,289,299,10,0,0,292,97.66,1,299,299,100,100,1,299,299,0,593,1528
"A0A0D9R7M4","Q96A58",100,199,199,0,0,0,199,100,1,199,199,100,100,1,199,199,1.91e-149,412,1059
"A0A0D9R7M5","Q9HCS7",99.883,854,855,1,0,0,854,99.88,1,855,855,100,100,1,855,855,0,1774,4596
"A0A0D9R7M6","Q8WWX8",48.542,333,686,302,8,51,465,67.78,11,660,660,98,98,5,675,675,0,623,1607
"A0A0D9R7M7","Q9BWF3",87.945,321,365,37,4,7,336,92.05,1,359,359,100,100,1,364,364,0,622,1603
"A0A0D9R7M8","Q9P1Y5",96.912,1224,1263,22,3,17,1227,97.15,1,1260,1260,100,100,1,1249,1249,0,2419,6268
"A0A0D9R7M9","P05114",100,100,100,0,0,0,100,100,59,158,158,63,63,1,100,100,2.68e-61,184,466
"A0A0D9R7N0","Q13956",97.59,81,83,2,0,0,81,97.59,1,83,83,100,100,1,83,83,1.27e-56,168,425
"A0A0D9R7N1","Q8N5M1",97.541,238,244,6,0,0,240,98.36,1,244,263,93,93,1,244,289,5.65e-178,490,1262
"A0A0D9R7N2","E2RYF6",66.178,1039,1570,299,16,232,1089,69.36,1,1370,1714,80,80,1,1538,1773,0,830,2144
"A0A0D9R7N3","P52566",98.01,197,201,4,0,0,198,98.51,1,201,201,100,100,1,201,201,6.22e-146,403,1036
"A0A0D9R7N4","Q8IY18",98.183,1081,1101,20,0,0,1090,99,1,1101,1101,100,100,1,1101,1101,0,2231,5782
"A0A0D9R7N6","Q92585",98.101,775,790,15,0,0,779,98.61,1,790,790,100,100,227,1016,1016,0,1538,3981
"A0A0D9R7N7","Q9NRC6",29.235,604,2066,1313,26,149,975,47.19,1,2001,2313,92,87,134,2115,3674,0,686,1770
"A0A0D9R7N8","Q96JC4",67.58,296,438,124,7,18,328,74.89,1,422,422,100,100,88,523,524,0,535,1377
"A0A0D9R7N9","Q96E14",99.32,146,147,1,0,0,147,100,1,147,147,100,100,1,147,147,9.23e-104,292,748
"A0A0D9R7P0","Q6UXA7",89.846,292,325,22,1,11,295,90.77,1,314,314,100,100,1,325,325,6.63e-177,491,1265
"A0A0D9R7P1","Q9H6R7",94.868,684,721,37,0,0,703,97.5,1,721,721,100,100,1,721,721,0,1404,3633
"A0A0D9R7P2","Q96DN0",95.238,140,147,7,0,0,141,95.92,32,178,187,79,79,112,258,273,1.33e-99,288,737
"A0A0D9R7P3","Q9H422",49.961,644,1289,473,33,172,795,61.68,8,1198,1198,99,99,1,1215,1215,0,1101,2848
"A0A0D9R7P4","Q9H069",91.597,218,238,20,0,0,234,98.32,1,238,427,100,56,1,238,523,1.35e-155,449,1156
"A0A0D9R7P7","P04554",85.227,75,88,12,1,1,81,92.05,1,88,103,85,85,1,87,102,7.12e-17,69.3,168
"A0A0D9R7P8","P68106",100,108,108,0,0,0,108,100,1,108,108,100,100,1,108,108,2.39e-78,225,573
"A0A0D9R7P9","Q15517",90.359,478,529,46,2,5,487,92.06,1,524,524,100,100,1,529,529,0,602,1553
"A0A0D9R7Q0","P08493",93.204,96,103,7,0,0,100,97.09,1,103,103,100,100,1,103,103,5.21e-60,178,452
"A0A0D9R7Q1","P27824",98.704,533,540,7,0,0,538,99.63,1,540,610,89,89,1,540,592,0,1092,2825
"A0A0D9R7Q2","Q9ULZ1",94.805,73,77,4,0,0,74,96.1,1,77,77,100,100,1,77,77,5.52e-32,105,263
"A0A0D9R7Q3","Q9UIG4",94.853,129,136,7,0,0,131,96.32,1,136,136,100,100,1,136,136,7.54e-60,180,457
"A0A0D9R7Q4","Q68DD2",92.497,789,853,60,1,4,808,94.72,1,853,853,100,100,1,849,849,0,1610,4168
"A0A0D9R7Q5","Q8N6T0",93.487,488,522,34,0,0,502,96.17,3,524,524,99,99,56,577,577,0,1006,2600
"A0A0D9R7Q6","P0C7M8",100,130,130,0,0,0,130,100,1,130,130,100,100,85,214,214,6.5e-98,279,714
"A0A0D9R7Q7","Q05952",85.816,121,141,17,1,3,127,90.07,1,141,141,100,100,1,138,138,2.58e-54,167,422
"A0A0D9R7Q8","Q93070",91.401,287,314,26,1,1,299,95.22,17,330,330,95,95,2,314,314,0,567,1461
"A0A0D9R7Q9","Q9Y3B4",100,125,125,0,0,0,125,100,1,125,125,100,100,1,125,125,3.85e-91,258,660
"A0A0D9R7R0","Q7Z304",98.688,677,686,9,0,0,680,99.13,1,686,686,100,100,1,686,686,0,1415,3662
"A0A0D9R7R1","O95470",99.296,564,568,4,0,0,567,99.82,1,568,568,100,100,1,568,568,0,1178,3047
"A0A0D9R7R2","A4D1S0",90.465,370,409,37,1,2,378,92.42,1,407,407,100,100,1,409,409,0,687,1772
"A0A0D9R7R3","O60784",59.3,322,543,163,11,58,389,71.64,1,536,536,100,100,1,492,492,0,595,1534
"A0A0D9R7R4","A6NI87",87.19,211,242,31,0,0,220,90.91,1,242,242,100,100,1,242,242,3.54e-140,392,1007
"A0A0D9R7R5","Q53FA7",96.386,320,332,12,0,0,325,97.89,1,332,332,100,100,1,332,332,0,652,1683
"A0A0D9R7R6","Q9Y2W2",99.532,638,641,3,0,0,640,99.84,1,641,641,100,100,1,641,641,0,1241,3211
"A0A0D9R7R7","Q8TD31",96.675,756,782,26,0,0,768,98.21,1,782,782,100,100,1,782,782,0,1462,3785
"A0A0D9R7R8","A6NFR6",79.539,276,347,70,1,1,292,84.15,1,346,346,100,100,7,353,353,5.51e-179,499,1285
"A0A0D9R7R9","P61457",100,104,104,0,0,0,104,100,1,104,104,100,100,1,104,104,6.25e-76,218,556
"A0A0D9R7S0","Q01968",99.321,878,884,6,0,0,881,99.66,1,884,884,100,100,18,901,901,0,1823,4723
"A0A0D9R7S1","Q5VTT2",93.013,213,229,16,0,0,219,95.63,1,229,229,100,100,1,229,229,2.23e-163,450,1157
"A0A0D9R7S2","Q14623",99.513,409,411,2,0,0,411,100,1,411,411,100,100,1,411,411,0,838,2164
"A0A0D9R7S3","Q8NHR9",96.124,124,129,5,0,0,125,96.9,1,129,129,100,100,1,129,129,1.34e-90,258,658
"A0A0D9R7S4","Q9Y256",99.696,328,329,1,0,0,328,99.7,1,329,329,100,100,1,329,329,0,649,1675
"A0A0D9R7S5","Q9Y383",100,392,392,0,0,0,392,100,1,392,392,100,100,1,392,392,0,768,1984
"A0A0D9R7S6","Q01860",98.378,182,185,3,0,0,183,98.92,167,351,351,71,53,176,360,360,5.98e-130,375,964
"A0A0D9R7S7","Q2KHT3",96.866,1020,1053,15,2,18,1028,97.63,1,1035,1035,100,100,1,1053,1053,0,2109,5464
"A0A0D9R7S8","Q6ZU64",94.45,1821,1928,102,3,5,1868,96.89,1,1927,1928,99,99,1,1924,1925,0,3634,9423
"A0A0D9R7S9","P36956",97.408,1090,1119,29,0,0,1101,98.39,5,1123,1123,99,99,29,1147,1147,0,2176,5638
"A0A0D9R7T0","Q7Z6K3",97.761,393,402,8,1,1,396,98.51,1,401,401,100,100,1,402,402,0,807,2085
"A0A0D9R7T1","P31943",93.853,397,423,6,1,20,399,94.33,1,403,423,95,95,1,423,449,0,808,2088
"A0A0D9R7T2","Q6PJG9",99.37,631,635,4,0,0,634,99.84,1,635,635,100,100,1,635,635,0,1255,3247
"A0A0D9R7T3","Q6ZN44",44.97,380,845,357,17,108,508,60.12,1,842,936,90,90,1,740,842,0,671,1730
"A0A0D9R7T4","P0C875",93.75,285,304,19,0,0,293,96.38,1,304,325,94,94,1,304,324,0,584,1506
"A0A0D9R7T5","Q9Y242",96.812,334,345,11,0,0,337,97.68,1,345,345,100,100,1,345,345,0,643,1659
"A0A0D9R7T6","Q96HJ9",95.575,108,113,5,0,0,110,97.35,1,113,113,100,100,1,113,113,3.36e-76,220,560
"A0A0D9R7T7","P04439",41.935,26,62,27,2,9,36,58.06,54,115,184,34,34,224,276,365,3.62e-06,45.8,107
"A0A0D9R7T8","Q86W67",90.732,186,205,19,0,0,192,93.66,1,205,206,99,99,1,205,206,1.79e-129,362,929
"A0A0D9R7U0","Q7Z5J4",97.902,1867,1907,38,2,2,1875,98.32,1,1906,1907,99,99,1,1906,1906,0,3761,9753
"A0A0D9R7U1","Q9BZD2",95.97,381,397,16,0,0,388,97.73,1,397,397,100,100,79,475,475,0,744,1922
"A0A0D9R7U2","Q02410",98.208,822,837,15,0,0,825,98.57,1,837,837,100,100,1,837,837,0,1691,4379
"A0A0D9R7U3","P10321",81.714,286,350,63,1,1,303,86.57,1,349,391,89,89,1,350,366,0,526,1354
"A0A0D9R7U4","Q9NSI6",97.617,2130,2182,52,0,0,2149,98.49,1,2182,2182,100,100,139,2320,2320,0,4437,11507
"A0A0D9R7U5","P11498",99.236,1169,1178,9,0,0,1174,99.66,2,1179,1179,99,99,1,1178,1178,0,2420,6271
"A0A0D9R7U6","Q96KR4",92.69,634,684,13,1,37,641,93.71,1,684,684,100,100,9,655,655,0,1310,3390
"A0A0D9R7U7","Q9H251",99.687,318,319,1,0,0,318,99.69,1,319,348,93,92,60,378,3354,0,641,1654
"A0A0D9R7U8","P0DPQ3",73.333,154,210,54,2,2,168,80,1,208,208,100,100,1,210,210,3.83e-76,227,579
"A0A0D9R7U9","Q9UBM1",96.482,192,199,7,0,0,195,97.99,17,215,215,93,93,1,199,199,9.22e-141,390,1003
"A0A0D9R7V0","P33076",94.394,1044,1106,62,0,0,1069,96.65,1,1106,1106,100,100,25,1130,1130,0,2073,5371
"A0A0D9R7V1","Q9UK41",99.5,199,200,1,0,0,200,100,1,200,231,87,87,1,200,221,2.73e-150,416,1070
"A0A0D9R7V2","Q15884",95.778,431,450,19,0,0,437,97.11,44,493,493,91,91,1,450,450,0,786,2029
"A0A0D9R7V3","Q6ZU65",98.376,1151,1170,19,0,0,1157,98.89,1,1170,1170,100,100,178,1347,1347,0,2319,6009
"A0A0D9R7V4","P04439",83.149,301,362,61,0,0,328,90.61,1,362,362,100,100,1,362,365,0,610,1572
"A0A0D9R7V5","A6NJI1",87.826,101,115,14,0,0,105,91.3,1,115,115,100,100,1,115,115,1.57e-64,191,484
"A0A0D9R7V6","Q9Y272",99.288,279,281,0,1,2,279,99.29,1,279,279,100,100,1,281,281,0,571,1471
"A0A0D9R7V7","Q6P5W5",94.872,592,624,32,0,0,607,97.28,28,651,651,96,96,24,647,647,0,1060,2741
"A0A0D9R7V8","P18077",100,110,110,0,0,0,110,100,1,110,110,100,100,1,110,110,4.33e-79,227,578
"A0A0D9R7V9","Q8IV01",97.862,412,421,9,0,0,416,98.81,1,421,421,100,100,1,421,421,0,845,2182
"A0A0D9R7W0","P10321",78.177,283,362,77,1,2,307,84.81,4,363,364,99,99,1,362,366,0,527,1358
"A0A0D9R7W1","Q9H7M9",96.141,299,311,12,0,0,301,96.78,1,311,311,100,100,1,311,311,0,615,1587
"A0A0D9R7W2","A0AVF1",99.277,549,553,4,0,0,551,99.64,2,554,554,99,99,2,554,554,0,1144,2960
"A0A0D9R7W3","Q9NWA0",97.945,143,146,3,0,0,145,99.32,1,146,146,100,100,1,146,146,1.46e-101,286,733
"A0A0D9R7W4","Q9H095",91.489,387,423,36,0,0,407,96.22,1,423,441,96,96,1,423,443,0,791,2043
"A0A0D9R7W5","O00212",81.429,171,210,35,1,4,182,86.67,1,206,206,100,100,1,210,210,1.79e-123,347,890
"A0A0D9R7W6","Q9NPB1",97.807,223,228,5,0,0,226,99.12,1,228,228,100,100,1,228,228,1.23e-167,460,1184
"A0A0D9R7W7","A6NH52",96.244,205,213,8,0,0,207,97.18,1,213,213,100,100,1,213,213,9.32e-153,421,1083
"A0A0D9R7W8","O95456",97.222,280,288,8,0,0,282,97.92,1,288,288,100,100,1,288,288,0,582,1499
"A0A0D9R7W9","Q9UDY2",97.625,1151,1179,25,2,3,1160,98.39,16,1192,1192,99,99,13,1190,1190,0,2347,6083
"A0A0D9R7X0","Q15811",58.721,1047,1783,569,30,167,1286,72.13,2,1680,1684,99,99,1,1720,1721,0,1925,4986
"A0A0D9R7X1","Q86W33",98.66,368,373,5,0,0,370,99.2,10,382,382,98,98,1,373,373,0,746,1925
"A0A0D9R7X2","P15036",98.977,387,391,4,0,0,389,99.49,1,391,391,100,100,79,469,469,0,806,2083
"A0A0D9R7X3","P53384",97.417,264,271,7,0,0,268,98.89,1,271,271,100,100,50,320,320,0,542,1397
"A0A0D9R7X4","Q96T51",98.833,593,600,7,0,0,595,99.17,1,600,600,100,100,109,708,708,0,1196,3093
"A0A0D9R7X5","Q96II8",94.723,736,777,20,1,21,740,95.24,1,756,756,100,100,1,777,777,0,1489,3855
"A0A0D9R7X6","Q9H251",95.789,1706,1781,40,1,35,1726,96.91,1,1746,1746,100,100,1574,3354,3354,0,3455,8960
"A0A0D9R7X7","P28370",98.758,1034,1047,1,1,12,1035,98.85,1,1035,1058,98,98,1,1047,1054,0,2141,5547
"A0A0D9R7X8","Q16595",94.286,198,210,12,0,0,201,95.71,1,210,210,100,100,1,210,210,5.81e-146,404,1038
"A0A0D9R7X9","Q96M29",96.289,467,485,18,0,0,477,98.35,1,485,485,100,100,1,485,485,0,975,2521
"A0A0D9R7Y0","P49736",99.593,735,738,3,0,0,737,99.86,1,738,738,100,100,167,904,904,0,1537,3980
"A0A0D9R7Y1","Q01543",63.223,306,484,141,6,37,359,74.17,1,479,479,100,100,1,452,452,0,603,1556
"A0A0D9R7Y2","P25092",97.39,1045,1073,28,0,0,1064,99.16,1,1073,1073,100,100,1,1073,1073,0,2185,5663
"A0A0D9R7Y3","Q96QD9",97.484,310,318,8,0,0,314,98.74,1,318,318,100,100,1,318,318,0,625,1611
"A0A0D9R7Y4","Q9P127",79.775,213,267,44,3,10,231,86.52,1,260,282,92,92,25,288,313,9.17e-143,403,1036
"A0A0D9R7Y5","Q9UNS2",99.363,312,314,2,0,0,313,99.68,1,314,329,95,95,1,314,423,0,648,1671
"A0A0D9R7Y6","Q8IY17",99.048,1353,1366,12,1,1,1356,99.27,1,1365,1365,100,100,10,1375,1375,0,2768,7176
"A0A0D9R7Y7","P48051",99.373,317,319,2,0,0,317,99.37,1,319,331,96,96,1,319,423,0,663,1710
"A0A0D9R7Y8","O95450",96.93,1042,1075,33,0,0,1056,98.23,1,1075,1075,100,100,137,1211,1211,0,2186,5664
"A0A0D9R7Y9","O75526",87.2,327,375,46,2,2,338,90.13,1,375,394,95,95,1,373,392,3.03e-171,483,1243
"A0A0D9R7Z0","Q9NZ53",96.673,523,541,15,1,3,528,97.6,1,541,541,100,100,68,605,605,0,1049,2712
"A0A0D9R7Z1","Q9Y2K7",99.738,1142,1145,3,0,0,1144,99.91,1,1145,1145,100,100,18,1162,1162,0,2375,6154
"A0A0D9R7Z2","P04439",83.333,245,294,48,1,1,263,89.46,1,293,293,100,100,69,362,365,0,506,1304
"A0A0D9R7Z3","P07602",98.855,518,524,6,0,0,521,99.43,1,524,524,100,100,1,524,524,0,1063,2750
"A0A0D9R7Z4","P61978",89.056,415,466,44,4,7,430,92.27,1,462,462,100,100,1,463,463,0,752,1942
"A0A0D9R7Z5","Q15788",98.64,1378,1397,17,2,2,1386,99.21,1,1396,1399,99,99,1,1396,1441,0,2813,7292
"A0A0D9R7Z6","Q8NFG4",98.964,573,579,6,0,0,574,99.14,1,579,579,100,100,1,579,579,0,1189,3077
"A0A0D9R7Z7","Q92622",93.478,946,1012,25,3,41,956,94.47,1,1011,1011,100,100,1,972,972,0,1927,4991
"A0A0D9R7Z8","Q969K4",98.536,471,478,7,0,0,476,99.58,1,478,478,100,100,1,478,478,0,967,2500
"A0A0D9R7Z9","O14986",97.405,488,501,13,0,0,492,98.2,2,502,502,99,99,2,502,540,0,1014,2622
"A0A0D9R800","P04439",83.38,301,361,60,0,0,324,89.75,45,405,405,89,89,2,362,365,0,605,1560
"A0A0D9R801","Q13627",98.365,722,734,3,1,9,724,98.64,1,725,725,100,100,30,763,763,0,1513,3916
"A0A0D9R802","Q7LGC8",98.125,471,480,8,1,1,478,99.58,7,486,486,99,99,1,479,479,0,970,2508
"A0A0D9R803","B4DU55",51.142,291,569,244,6,34,379,66.61,1,544,554,98,98,1,560,563,0,540,1392
"A0A0D9R804","O75679",89.274,283,317,33,1,1,299,94.32,1,316,316,100,100,1,317,317,0,587,1512
"A0A0D9R805","Q5VUJ6",97.169,755,777,10,1,12,761,97.94,1,777,777,100,100,1,765,765,0,1542,3993
"A0A0D9R806","Q8N2A8",92.063,232,252,17,1,3,238,94.44,1,249,249,100,100,1,252,252,9.24e-138,387,993
"A0A0D9R808","Q8N307",87.188,279,320,41,0,0,287,89.69,169,488,488,100,66,390,709,709,5.85e-155,457,1175
"A0A0D9R809","P25098",99.855,688,689,1,0,0,689,100,1,689,689,100,100,1,689,689,0,1432,3708
"A0A0D9R810","Q6GMV3",100,140,140,0,0,0,140,100,1,140,140,100,100,1,140,140,6.09e-103,290,741
"A0A0D9R811","B4DU55",98.367,482,490,8,0,0,487,99.39,1,490,490,100,100,74,563,563,0,993,2568
"A0A0D9R812","Q29980",81.462,312,383,70,1,1,335,87.47,1,383,383,100,100,1,382,383,0,629,1621
"A0A0D9R813","Q99102",80.213,1731,2158,371,17,56,1822,84.43,1,2117,2117,100,100,27,2169,2169,0,3241,8403
"A0A0D9R814","Q92563",98.113,416,424,5,1,3,418,98.58,1,421,421,100,100,1,424,424,0,854,2206
"A0A0D9R815","Q13255",41.002,360,878,468,16,50,516,58.77,11,864,877,97,97,4,855,1194,0,645,1664
"A0A0D9R816","Q6P4A8",94.656,496,524,28,0,0,510,97.33,30,553,553,95,95,30,553,553,0,1023,2645
"A0A0D9R817","Q9BU64",92,276,300,23,1,1,286,95.33,1,299,299,100,100,1,300,300,0,566,1460
"A0A0D9R818","P53794",45.594,326,715,310,11,79,460,64.34,25,663,663,96,96,6,717,718,0,624,1610
"A0A0D9R819","Q6ZTN6",98.069,508,518,10,0,0,512,98.84,1,518,518,100,100,1,518,518,0,1044,2700
"A0A0D9R820","Q8N9N2",89.971,314,349,7,1,28,320,91.69,23,343,379,85,85,1,349,400,0,644,1661
"A0A0D9R821","P54851",94.012,157,167,10,0,0,164,98.2,1,167,167,100,100,1,167,167,3.31e-116,325,834
"A0A0D9R822","Q10570",99.099,1430,1443,12,1,1,1434,99.38,1,1442,1442,100,100,1,1443,1443,0,2964,7685
"A0A0D9R823","P59942",94.118,112,119,7,0,0,114,95.8,1,119,119,100,100,1,119,119,4.36e-68,200,508
"A0A0D9R824","Q6VMQ6",97.323,1236,1270,33,1,1,1244,97.95,1,1269,1269,100,100,1,1270,1270,0,2484,6438
"A0A0D9R825","Q6WCQ1",78.084,766,981,194,8,21,818,83.38,1,973,2297,56,42,1,968,1025,0,1360,3519
"A0A0D9R826","Q5U623",93.294,640,686,36,4,10,652,95.04,1,680,680,100,100,1,682,682,0,1241,3210
"A0A0D9R827","Q04917",100,246,246,0,0,0,246,100,1,246,246,100,100,1,246,246,0,503,1295
"A0A0D9R828","Q96JC1",99.334,746,751,5,0,0,750,99.87,1,751,751,100,100,136,886,886,0,1544,3998
"A0A0D9R829","Q13838",99.765,424,425,1,0,0,424,99.76,1,425,425,100,100,1,425,428,0,875,2261
"A0A0D9R830","Q8TE77",94.385,622,659,35,1,2,635,96.36,1,657,657,100,100,1,659,659,0,1165,3015
"A0A0D9R831","Q9Y442",90,144,160,16,0,0,149,93.13,1,160,160,100,100,1,160,160,1.08e-98,280,717
"A0A0D9R832","O60266",98.166,1124,1145,20,1,1,1134,99.04,1,1145,1145,100,100,1,1144,1144,0,2345,6078
"A0A0D9R833","Q7Z2W4",82.424,408,495,79,7,8,427,86.26,1,492,1027,88,48,1,490,902,0,787,2033
"A0A0D9R834","Q3MIX3",97.069,563,580,17,0,0,571,98.45,1,580,580,100,100,1,580,580,0,1153,2983
"A0A0D9R835","Q9HCU8",99.065,106,107,1,0,0,107,100,1,107,107,100,100,1,107,107,3.25e-75,217,552
"A0A0D9R836","O14972",98.99,294,297,3,0,0,296,99.66,1,297,297,100,100,1,297,297,0,605,1560
"A0A0D9R837","Q12879",54.418,776,1426,562,24,88,993,69.64,12,1400,1402,99,99,6,1380,1464,0,1458,3774
"A0A0D9R838","O14836",93.382,254,272,18,0,0,263,96.69,1,272,272,100,100,22,293,293,0,525,1351
"A0A0D9R839","P59020",77.124,118,153,30,3,5,124,81.05,1,152,152,100,100,1,149,149,5.68e-74,217,553
"A0A0D9R840","O95670",99.153,117,118,1,0,0,117,99.15,1,118,118,100,100,1,118,118,3.18e-79,228,581
"A0A0D9R841","Q8NBN3",98.559,547,555,8,0,0,551,99.28,1,555,555,100,100,1,555,555,0,1130,2923
"A0A0D9R842","Q9NWF4",86.547,386,446,56,2,4,408,91.48,1,442,444,99,99,1,446,448,0,673,1737
"A0A0D9R843","Q9BRJ2",90.461,275,304,26,2,3,285,93.75,5,307,307,99,99,5,306,306,0,553,1426
"A0A0D9R845","P54849",81.366,131,161,26,1,4,142,88.2,1,161,161,100,100,1,157,157,5.67e-89,256,653
"A0A0D9R846","Q2KHT4",88.218,307,348,17,2,24,315,90.52,16,340,340,96,96,3,349,349,0,608,1569
"A0A0D9R847","Q8N6L7",93.529,159,170,11,0,0,165,97.06,1,170,170,100,100,1,170,170,4.99e-118,330,846
"A0A0D9R848","Q8N531",98.005,393,401,8,0,0,393,98,24,424,424,95,95,139,539,539,0,779,2011
"A0A0D9R849","Q9UBD9",99.103,221,223,2,0,0,222,99.55,100,322,322,69,69,3,225,225,1.09e-162,452,1162
"A0A0D9R850","P57054",97.761,131,134,3,0,0,133,99.25,1,134,134,100,100,25,158,158,1.14e-94,269,688
"A0A0D9R851","Q07912",96.777,1021,1055,17,2,17,1024,97.06,11,1065,1065,99,99,1,1038,1038,0,2060,5336
"A0A0D9R852","Q9NZQ0",99.634,272,273,1,0,0,273,100,1,273,273,100,100,1,273,273,0,570,1469
"A0A0D9R853","Q2WGJ8",89.362,210,235,24,1,1,223,94.89,1,234,234,100,100,1,235,235,1.89e-155,430,1106
"A0A0D9R854","P50747",96.97,704,726,22,0,0,717,98.76,1,726,726,100,100,1,726,726,0,1454,3764
"A0A0D9R855","Q15124",99.295,563,567,4,0,0,564,99.47,1,567,567,100,100,1,567,567,0,1159,2997
"A0A0D9R856","A8MXV6",78.648,221,281,59,1,1,239,85.05,1,281,282,99,99,1,280,281,4.44e-139,392,1008
"A0A0D9R857","Q9UBC1",98.425,375,381,6,0,0,377,98.95,1,381,381,100,100,1,381,381,0,748,1930
"A0A0D9R858","Q99638",97.698,382,391,8,1,1,383,97.95,1,390,390,100,100,1,391,391,0,769,1986
"A0A0D9R859","A2RU67",98.714,614,622,8,0,0,617,99.2,1,622,622,100,100,1,622,622,0,1249,3231
"A0A0D9R860","O95872",95.506,340,356,16,0,0,343,96.35,1,356,356,100,100,1,356,356,0,652,1683
"A0A0D9R861","Q8TET4",97.265,889,914,25,0,0,898,98.25,1,914,914,100,100,1,914,914,0,1855,4805
"A0A0D9R862","Q13224",53.507,740,1383,552,24,91,942,68.11,1,1327,1327,100,100,137,1484,1484,0,1382,3578
"A0A0D9R863","P29275",97.289,323,332,8,1,1,327,98.49,1,331,331,100,100,1,332,332,0,659,1699
"A0A0D9R864","Q14190",97.601,651,667,16,0,0,652,97.75,1,667,667,100,100,1,667,667,0,1336,3457
"A0A0D9R865","Q9BWW7",100,348,348,0,0,0,348,100,1,348,348,100,100,1,348,348,0,694,1791
"A0A0D9R866","P02786",94.474,718,760,42,0,0,742,97.63,15,774,774,98,98,1,760,760,0,1500,3884
"A0A0D9R867","Q14156",62.611,494,789,284,7,11,617,78.2,1,782,782,100,100,37,821,821,0,1008,2607
"A0A0D9R868","Q9NRV9",98.942,187,189,2,0,0,188,99.47,1,189,189,100,100,1,189,189,2.27e-140,388,997
"A0A0D9R869","P36873",90.663,301,332,20,2,11,310,93.37,1,330,330,100,100,1,323,323,0,615,1587
"A0A0D9R870","Q19AV6",98.571,138,140,2,0,0,138,98.57,1,140,140,100,100,1,140,140,2.15e-97,276,705
"A0A0D9R871","Q8IUF1",96.709,382,395,13,0,0,386,97.72,1,395,395,100,100,1,395,395,0,782,2020
"A0A0D9R872","Q96DE5",100,110,110,0,0,0,110,100,1,110,110,100,100,1,110,110,1.22e-76,221,562
"A0A0D9R873","Q9UMQ6",44.915,371,826,333,14,122,490,59.32,11,824,824,99,99,24,739,739,0,658,1698
"A0A0D9R874","Q8WVZ1",89.137,279,313,30,1,4,290,92.65,1,313,313,100,100,1,309,309,0,551,1421
"A0A0D9R875","O75907",96.538,474,491,14,1,3,479,97.56,1,491,491,100,100,1,488,488,0,974,2518
"A0A0D9R876","Q9NZD1",95.973,286,298,12,0,0,293,98.32,1,298,300,99,99,1,298,345,0,519,1337
"A0A0D9R877","Q6DKK2",97.606,367,376,8,1,1,370,98.4,110,485,485,78,78,1,375,380,0,734,1895
"A0A0D9R878","Q8IV04",99.103,442,446,4,0,0,444,99.55,1,446,446,100,100,1,446,446,0,891,2302
"A0A0D9R879","Q9NX09",97.425,227,233,5,1,1,228,97.85,1,233,233,100,100,1,232,232,1.06e-160,443,1140
"A0A0D9R880","Q99685",91.185,300,329,3,1,26,301,91.49,11,339,339,97,97,1,303,303,0,604,1557
"A0A0D9R881","Q8NFJ5",94.398,337,357,20,0,0,349,97.76,1,357,357,100,100,1,357,357,0,701,1809
"A0A0D9R882","Q8N9F8",94.635,441,466,18,3,7,445,95.49,2,466,466,99,99,63,522,522,0,895,2312
"A0A0D9R883","P01189",92.884,248,267,17,1,2,253,94.76,1,265,265,100,100,1,267,267,3.17e-173,478,1229
"A0A0D9R884","A5YM72",97.944,810,827,17,0,0,816,98.67,124,950,950,87,87,1,827,827,0,1602,4148
