Proteome_ID	Tax_ID	Species_Name
UP000242143	529380	Chondrostereum purpureum cryptic virus 1
UP000199420	529704	Frateuria terrea
UP000067708	529884	Rhodoluna lacicola
UP000001887	530564	Pirellula staleyi (strain ATCC 27377 / DSM 6068 / ICPB 4128) (Pirella staleyi)
UP000000615	532076	(new) Escherichia phage 13a
UP000193083	536018	Mesorhizobium australicum
UP000215196	536441	Chryseobacterium taklimakanense
UP000201235	536444	Cyanophage P-RSM1
UP000203282	536466	Synechococcus phage S-SSM4
UP000225831	536473	(new) Cyanophage Syn2
UP000185003	536979	(new) Chitinophaga niabensis
UP000240971	536980	Chitinophaga niastensis
UP000003340	537013	[Clostridium] methylpentosum DSM 5476
UP000235507	537601	Mesorhizobium intechi
UP000007032	537970	Helicobacter canadensis MIT 98-5491
UP000203970	538004	Tomato leaf curl Pakistan alphasatellite
UP000275883	538220	Mycoplasma struthionis
UP000260611	538563	Simian immunodeficiency virus - olc
UP000001480	538979	Xanthomonas phage phiL7
UP000222649	539221	Enterobacteria phage CUS-3
UP000001209	540064	Mycobacterium phage DD5
UP000107373	540995	HIV-1 CRF03_AB
UP000179771	540997	Mesorhizobium sp. ORS 3428
UP000282087	542832	Peronospora effusa
UP000646426	543356	Lysobacter bugurensis
UP000215335	543379	Trichomalopsis sarcophagae
UP000008142	544711	Ajellomyces capsulatus (strain H88) (Darling's disease fungus) (Histoplasma capsulatum)
UP000002624	544712	Ajellomyces capsulatus (strain H143) (Darling's disease fungus) (Histoplasma capsulatum)
UP000306803	544938	Methylocystis sp. B8
UP000557230	545262	Indicator maculatus (spotted honeyguide)
UP000676917	545502	Ornithinibacillus bavariensis
UP000009223	545694	Treponema primitia (strain ATCC BAA-887 / DSM 12427 / ZAS-2)
UP000010420	545697	Clostridium celatum DSM 1785
UP000517712	546115	(new) Microbacterium ginsengiterrae
UP000004457	546264	Neisseria flavescens NRL30031/H210
UP000007468	546269	Filifactor alocis (strain ATCC 35896 / CCUG 47790 / D40 B5) (Fusobacterium alocis)
UP000001849	546805	Mycobacterium phage Myrna
UP000199092	546871	Friedmanniella luteola
UP000252707	547122	Thioalbus denitrificans
UP000772186	547987	Mycoplasma tauri
UP000002077	548476	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) (Corynebacterium nigricans)
UP000161618	548914	Elephant endotheliotropic herpesvirus 4
UP000201428	549205	Cycad leaf necrosis virus
UP000185557	549789	Phormidium tenue NIES-30
UP000001511	551115	Nostoc azollae (strain 0708) (Anabaena azollae (strain 0708))
UP000281709	551531	Tomato leaf curl Kerala virus
UP000001862	551895	Iodobacter phage PhiPLPE
UP000002686	551947	Bradyrhizobium sp. STM 3843
UP000199041	551991	Arachidicoccus rhizosphaerae
UP000294832	552357	Shewanella fodinae
UP000016858	552396	Erysipelotrichaceae bacterium 5_2_54FAA
UP000033774	552518	Elstera litoralis
UP000232767	552554	Umbre virus
UP000005709	553220	Campylobacter gracilis RM3268
UP000468766	553427	Heliorestis acidaminivorans
UP000198876	553467	Halopelagius inordinatus
UP000192726	553510	Streptomyces gilvosporeus
UP000516072	553981	Candidatus Nitrosacidococcus tergens
UP000239649	554055	Micractinium conductrix
UP000215509	554312	Paenibacillus rigui
UP000000272	555079	Thermosediminibacter oceani (strain ATCC BAA-1034 / DSM 16646 / JW/IW-1228P)
UP000439994	555083	Psychrosphaera haliotis
UP000001852	555603	Mycobacterium phage Solon
UP000005496	555779	Desulfonatronospira thiodismutans ASO3-1
UP000004732	555793	Novosphingobium sp. Rr 2-17
UP000236755	555874	Haloplanus vescus
UP000243250	555875	Halogeometricum limi
UP000183530	556325	Neomicrococcus aestuarii
UP000000759	556484	Phaeodactylum tricornutum (strain CCAP 1055/1)
UP000642748	556532	Rugosimonospora africana
UP000001858	557289	Burkholderia phage KS10
UP000001991	557436	Limosilactobacillus reuteri (strain DSM 20016) (Lactobacillus reuteri)
UP000002010	557598	Laribacter hongkongensis (strain HLHK9)
UP000029914	558173	Corynebacterium doosanense CAU 212 = DSM 45436
UP000201649	558690	Cucurbit chlorotic yellows virus
UP000002311	559292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
UP000002038	559298	Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis)
UP000008864	559305	Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete's foot fungus)
UP000008536	559307	Zygosaccharomyces rouxii (strain ATCC 2623 / CBS 732 / NBRC 1130 / NCYC 568 / NRRL Y-229) (Candida mogii)
UP000011713	559515	Hyaloperonospora arabidopsidis (strain Emoy2) (Downy mildew agent) (Peronospora arabidopsidis)
UP000008331	560178	Listeria phage P40
UP000593566	560253	Letharia lupina
UP000192980	561061	Sphingobacterium psychroaquaticum
UP000655588	561572	Frieseomelitta varia
UP000325032	561879	Bacillus safensis
UP000694255	561895	[Candida] subhashii
UP000008742	562742	Roseobacter phage RDJL Phi 1
UP000003805	563008	Prevotella oris C735
UP000002183	563121	(new) Mycobacterium phage Konstantine
UP000198901	563176	Siphonobacter aquaeclarae
UP000006034	563192	Bilophila wadsworthia (strain 3_1_6)
UP000435187	563735	Gracilibacillus thailandensis
UP000128324	563775	Myotis polyomavirus VM-2008
UP000184497	564117	Marinobacter antarcticus
UP000001876	564608	Micromonas pusilla (strain CCMP1545) (Picoplanktonic green alga)
UP000235616	564714	Trinickia dabaoshanensis
UP000004699	565045	Luminiphilus syltensis NOR5-1B
UP000001364	565050	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)
UP000001524	565140	Bacillus phage TP21-L
UP000756921	565426	(new) Paraphaeosphaeria minitans
UP000183832	568069	Clunio marinus
UP000243060	568090	Flammulina velutipes browning virus
UP000052094	568209	Felis domesticus papillomavirus 2
UP000009077	568814	Streptococcus suis (strain BM407)
UP000007093	568816	Acidaminococcus intestini (strain RyC-MR95)
UP000199361	568860	Nonomuraea wenchangensis
UP001153069	568900	(new) Seminavis robusta
UP000502801	568989	Bacteriophage APSE-3
UP000054466	569365	Cladophialophora immunda
UP000267187	569599	Umboniibacter marinipuniceus
UP000198893	569882	Salinihabitans flavidus
UP000528457	570281	Pseudoteredinibacter isoporae
UP000427906	571177	Desulfosarcina alkanivorans
UP000199382	571298	Aliiruegeria lutimaris
UP000199355	571438	Desulfovibrio legallii
UP000623608	571912	Actinoplanes tereljensis
UP000198584	571932	Thalassobacillus cyri
UP000199427	571933	Piscibacillus halophilus
UP000290883	571950	Streptococcus phage phi-m46.1
UP000203713	572239	Wheat yellow dwarf virus-GPV
UP000001491	572263	Mesomycoplasma conjunctivae (strain ATCC 25834 / NCTC 10147 / HRC/581) (Mycoplasma conjunctivae)
UP000001441	572477	Allochromatium vinosum (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D) (Chromatium vinosum)
UP000006681	572478	Vulcanisaeta distributa (strain DSM 14429 / JCM 11212 / NBRC 100878 / IC-017)
UP000006866	572479	Halanaerobium praevalens (strain ATCC 33744 / DSM 2228 / GSL)
UP000000939	572480	Arcobacter nitrofigilis (strain ATCC 33309 / DSM 7299 / CCUG 15893 / LMG 7604 / NCTC 12251 / CI) (Campylobacter nitrofigilis)
UP000006875	572544	Ilyobacter polytropus (strain ATCC 51220 / DSM 2926 / LMG 16218 / CuHBu1)
UP000001901	572546	Archaeoglobus profundus (strain DSM 5631 / JCM 9629 / NBRC 100127 / Av18)
UP000002366	572547	Aminobacterium colombiense (strain DSM 12261 / ALA-1)
UP000186019	573024	Roseovarius nanhaiticus
UP000001492	573065	(new) Asticcacaulis excentricus (strain ATCC 15261 / DSM 4724 / KCTC 12464 / NCIMB 9791 / VKM B-1370 / CB 48)
UP000204363	573175	Vibrio phage martha 12B12
UP000224068	573176	Vibrio phage jenny 12G5
UP000198984	573321	Chitinophaga rupis
UP000179627	573497	Parafrankia colletiae
UP000217221	573600	Candidatus Planktophila limnetica
UP000230981	573658	Candidatus Hodgkinia cicadicola
UP000001661	574087	Acetohalobium arabaticum (strain ATCC 49924 / DSM 5501 / Z-7288)
UP000008205	574521	Escherichia coli O127:H6 (strain E2348/69 / EPEC)
UP000307087	574700	Nocardioides caeni
UP000250140	574774	Glonium stellatum
UP000504636	574789	Mytilinidion resinicola
UP000295658	575256	Thermolongibacillus altinsuensis
UP000008631	575540	Isosphaera pallida (strain ATCC 43644 / DSM 9630 / IS1B)
UP000015929	575614	Prevotella sp. oral taxon 299 str. F0039
UP000003829	575615	Prevotella sp. oral taxon 317 str. F0108
UP000203402	575913	Sea turtle tornovirus 1
UP000183299	576117	Celeribacter halophilus
UP000199026	576131	Lentibacter algarum
UP000140495	576897	(new) HIV-1 M_97CD.KTB119
UP000170516	576899	HIV-1 M_02CD.LBTB032
UP000164562	576900	(new) HIV-1 M_02CD.KS069
UP000120202	576901	HIV-1 M_02CD.LBTB084
UP000156119	576904	HIV-1 M_97CD.KMST91
UP000006365	577650	Desulfobulbus propionicus (strain ATCC 33891 / DSM 2032 / VKM B-1956 / 1pr3)
UP000799766	578093	(new) Lineolata rhizophorae
UP000203882	578361	Soybean yellow mottle mosaic virus
UP000054539	578456	Tremella mesenterica (strain ATCC 24925 / CBS 8224 / DSM 1558 / NBRC 9311 / NRRL Y-6157 / RJB 2259-6 / UBC 559-6) (Jelly fungus)
UP000053890	578459	Rhodotorula graminis (strain WP1)
UP000009082	578460	Vairimorpha ceranae (strain BRL01) (Microsporidian parasite) (Nosema ceranae)
UP000016927	578461	Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm)
UP000054350	578462	Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)
UP000184225	579105	Mesonia phycicola
UP000242859	579113	Sunn hemp leaf distortion virus
UP000243909	580254	Raphanus sativus cryptic virus 3
UP000001625	580332	Sideroxydans lithotrophicus (strain ES-1)
UP000005868	580340	Thermovirga lienii (strain ATCC BAA-1197 / DSM 17291 / Cas60314)
UP000016960	582515	Rubidibacter lacunae KORDI 51-2
UP000199229	582675	Methylobacterium gossipiicola
UP000198725	582702	Rhodanobacter glycinis
UP000002743	582744	Methylovorus glucosotrophus (strain SIP3-4)
UP000321901	582850	Sporosarcina luteola
UP000002742	583345	Methylotenera mobilis (strain JLW8 / ATCC BAA-1282 / DSM 17540)
UP000000925	583355	Coraliomargarita akajimensis (strain DSM 45221 / IAM 15411 / JCM 23193 / KCTC 12865 / 04OKA010-24)
UP000215214	584609	Tenacibaculum jejuense
UP000005096	584708	Aminomonas paucivorans DSM 12260
UP000008178	585394	Roseburia hominis (strain DSM 16839 / JCM 17582 / NCIMB 14029 / A2-183)
UP000004121	585501	Oribacterium sinus F0268
UP000004528	585506	Weissella paramesenteroides ATCC 33313
UP000004069	585524	Lactobacillus amylolyticus DSM 11664
UP000004208	585529	Corynebacterium genitalium ATCC 33030
UP000489600	586526	Arabis nemorensis
UP000472263	586833	Myripristis murdjan (pinecone soldierfish)
UP000201408	587370	Rudbeckia flower distortion virus
UP000199019	587636	Pedococcus cremeus
UP000185687	588898	Natronorubrum daqingense
UP000077603	588932	Brevundimonas naejangsanensis
UP000444980	589162	Gordonia crocea
UP000277671	589240	Micromonospora pisi
UP000199515	589385	Amycolatopsis xylanica
UP000204053	590403	Red clover vein mosaic virus
UP000124824	590647	Nariva virus
UP000001513	590739	(new) Salmonella phage g341c
UP000199344	591205	Paracoccus isoporae
UP000602745	591372	Agaricicola taiwanensis
UP000887579	591445	Panagrolaimus sp. ES5
UP000694416	591936	Piliocolobus tephrosceles (Ugandan red Colobus)
UP000019050	592010	Abiotrophia defectiva ATCC 49176
UP000018227	592026	Catonella morbi ATCC 51271
UP000018436	592031	Eubacterium saphenum ATCC 49989
UP000204481	592206	Helleborus net necrosis virus
UP000198122	592308	Kytococcus aerolatus
UP000199312	593133	(new) Lutibacter maritimus
UP000235448	595468	Gleimia hominis
UP000008743	595528	Capsaspora owczarzaki (strain ATCC 30864)
UP000501712	595652	Rotifer birnavirus strain Palavas
UP000557717	595692	Haloferula luteola
UP000201415	595895	Drosophila A virus
UP000003244	596315	Peptostreptococcus stomatis DSM 17678
UP000053825	597456	Habropoda laboriosa
UP000281955	598650	Motilibacter peucedani
UP000293638	598652	Motilibacter rhizosphaerae
UP000462212	602034	Lachnellula subtilissima
UP000008237	610380	Harpegnathos saltator (Jerdon's jumping ant)
UP000232472	611724	(new) Bhendi yellow vein mosaic virus [2005:Thadagan:India]
UP000237271	611791	Phytophthora palmivora var. palmivora
UP000479987	613905	Nylanderia fulva
UP000631545	614051	Tychaedon coryphoeus (Karoo scrub-robin) (Erythropygia coryphaeus)
UP000000709	619300	Spathaspora passalidarum (strain NRRL Y-27907 / 11-Y1)
UP000622552	619741	Longispora fulva
UP000191112	619805	Soonwooa buanensis
UP000591941	620903	Negativicoccus succinicivorans
UP000231586	620910	Luteimicrobium subarcticum
UP000003981	621372	Paenibacillus sp. oral taxon 786 str. D14
UP000494115	621374	Pararobbsia alpina
UP000318307	622671	Desulfobotulus alkaliphilus
UP000199577	623281	Parapedobacter composti
UP000242089	624146	Pseudidiomarina aestuarii
UP000503011	624315	Phytohabitans suffuscus
UP000494329	624376	Paraburkholderia solisilvae
UP000525319	626378	Drymodes brunneopygia
UP000002187	626418	Burkholderia glumae (strain BGR1)
UP000003494	626523	Shuttleworthia satelles DSM 14600
UP000070366	626937	Christensenella minuta
UP000004923	626939	Phascolarctobacterium succinatutens YIT 12067
UP000554965	627089	Mycobacterium simulans
UP000001275	627192	Sphingobium sp. (strain NBRC 103272 / SYK-6)
UP000241605	627501	Cotton leaf curl Gezira virus-[Cameroon]
UP000552700	627688	Sphingobium subterraneum
UP000202898	629725	(new) Chandiru virus
UP000118266	629736	Gabek Forest virus
UP000501392	629740	(new) Rio Grande virus
UP000003009	629741	Kingella oralis ATCC 51147
UP000199103	630515	Microlunatus soli
UP000218812	631220	Desulfovibrio sp. G11
UP000207613	631345	Solenopsis invicta virus 3 (SINV-3)
UP000242695	631431	Heterobasidion partitivirus 3
UP000004701	633131	Thalassobium sp. R2A62
UP000188246	633807	Vagococcus penaei
UP000069926	634113	Candidatus Arsenophonus lipoptenae
UP000009401	634168	Halorubrum pleomorphic virus 1 (HRPV-1)
UP000199586	634430	Sphingomonas rubra
UP000540656	634462	Nocardioides daedukensis
UP000294887	634765	Cocleimonas flava
UP000006233	634994	Leptotrichia hofstadii F0254
UP000095751	635003	Fragilariopsis cylindrus CCMP1102
UP000240403	635076	(new) Ageratum leaf curl Cameroon betasatellite
UP000002614	637730	Shigella phage Ag3
UP000271098	637853	Gongylonema pulchrum
UP000002350	637905	Shewanella violacea (strain JCM 10179 / CIP 106290 / LMG 19151 / DSS12)
UP000004870	638300	Cardiobacterium hominis (strain ATCC 15826 / DSM 8339 / NCTC 10426 / 6573)
UP000005926	638301	Granulicatella adiacens ATCC 49175
UP000199628	639004	Ruegeria marina
UP000248703	639310	Olleya aquimaris
UP000002247	640132	Segniliparus rotundus (strain ATCC BAA-972 / CDC 1076 / CIP 108378 / DSM 44985 / JCM 13578)
UP000203500	640136	Emilia yellow vein virus-associated DNA beta
UP000515910	640330	Mycoplasma sp. Pen4
UP000552045	640634	Microbacterium pseudoresistens
UP000199183	640635	Microbacterium humi
UP000005106	641107	Clostridium sp. DL-VIII
UP000005777	641146	Scardovia inopinata F0304
UP000017813	641147	Simonsiella muelleri ATCC 29453
UP000199297	641665	Colwellia chukchiensis
UP000199109	641691	Pricia antarctica
UP000002337	641832	(new) Vibrio phage VP93
UP000002338	642111	(new) Vibrio phage VEJ
UP000202163	642251	Circovirus-like genome RW-A
UP000204220	642253	Circovirus-like genome RW-C
UP000203670	642254	Circovirus-like genome RW-D
UP000203617	642258	Circovirus-like genome SAR-A
UP000203053	642259	Circovirus-like genome SAR-B
UP000203162	642478	Lettuce chlorosis virus
UP000008467	642492	Cellulosilyticum lentocellum (strain ATCC 49066 / DSM 5427 / NCIMB 11756 / RHM5) (Clostridium lentocellum)
UP000297714	642589	Caproiciproducens galactitolivorans
UP000573599	642776	Pedococcus badiiscoriae
UP000198859	642780	(new) Marmoricola scoriae
UP000191110	642797	Solemya pervernicosa gill symbiont
UP000587527	643052	Allocatelliglobosispora scoriae
UP000002482	643561	Paracidovorax avenae (strain ATCC 19860 / DSM 7227 / CCUG 15838 / JCM 20985 / LMG 2117 / NCPPB 1011) (Acidovorax avenae)
UP000000378	643648	Syntrophothermus lipocalidus (strain DSM 12680 / TGB-C1)
UP000189369	643674	Paenalcaligenes hominis
UP000009047	644282	Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / LMG 7858 / VKM B-1802 / 2st14)
UP000000376	644284	Arcanobacterium haemolyticum (strain ATCC 9345 / DSM 20595 / CCUG 17215 / LMG 16163 / NBRC 15585 / NCTC 8452 / 11018)
UP000006039	644352	Gaeumannomyces tritici (strain R3-111a-1) (Wheat and barley take-all root rot fungus) (Gaeumannomyces graminis var. tritici)
UP000011715	644358	Magnaporthiopsis poae (strain ATCC 64411 / 73-15) (Kentucky bluegrass fungus) (Magnaporthe poae)
UP000248806	644383	Thermosporothrix hazakensis
UP000007249	644440	Avian infectious bursal disease virus (isolate Chicken/UK/UK661/1989) (IBDV) (Gumboro disease virus)
UP000119000	644609	Nyavirus midwayense
UP000002339	645099	Banana bunchy top virus (isolate Autralia) (BBTV)
UP000247279	645116	Acaryochloris phage A-HIS1
UP000246547	645117	Acaryochloris phage A-HIS2
UP000007429	645118	(new) Avian infectious bursal disease virus (strain Chicken/Cuba/Soroa/1998) (IBDV) (Gumboro disease virus)
UP000008782	645133	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)
UP000053201	645134	Spizellomyces punctatus (strain DAOM BR117)
UP000240542	645275	Murinocardiopsis flavida
UP000613208	645466	Anaerostipes butyraticus
UP000266568	645617	Hephaestia caeni
UP000007042	645664	Shigella phage SP18
UP000253490	645887	Alkalibaculum bacchi
UP000192266	645990	Hymenobacter roseosalivarius DSM 11622
UP000007252	647332	Human picobirnavirus (strain Human/Thailand/Hy005102/-) (PBV)
UP000001674	648234	Aquareovirus G (isolate American grass carp/USA/PB01-155/-) (AQRV-G)
UP000180764	648242	Adeno-associated virus 2 (isolate Srivastava/1982) (AAV-2)
UP000007432	648251	Bombyx mori densovirus 5 (isolate Shinshu) (BmDNV-5)
UP000008472	648330	Aedes albopictus densovirus (isolate Boublik/1994) (AalDNV)
UP000008972	648412	Bombyx mori densovirus 3 (isolate Silkworm/China/Zhenjiang/-) (BmDNV-3)
UP000001399	648757	Rhodomicrobium vannielii (strain ATCC 17100 / ATH 3.1.1 / DSM 162 / LMG 4299)
UP000622475	649104	Mucilaginibacter myungsuensis
UP000000349	649596	Micromonas pusilla reovirus (isolate Netherlands/2005) (MpRV)
UP000000348	649603	Rice ragged stunt virus (isolate Thailand) (RRSV)
UP000001487	649688	Mycobacterium phage Angel
UP000003327	649761	Prevotella veroralis F0319
UP000504627	649802	Pipra filicauda (Wire-tailed manakin)
UP000000350	649893	Giardia lamblia virus (isolate Wang) (GLV)
UP000000402	649894	Gill-associated virus (isolate Giant tiger prawn/Australia) (GAV)
UP000435243	650004	Alteraurantiacibacter aestuarii
UP000007070	650130	Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)
UP000006923	650137	Cherry rasp leaf virus (isolate Potato/United States) (CRLV)
UP000289362	650377	endosymbiont of Euscepes postfasciatus
UP000000411	650488	Pelargonium zonate spot virus (isolate Tomato/Italy/1982) (PZSV) (Pelargonium zonate spot virus (isolate Tomato))
UP000664303	651086	Parahaliea mediterranea
UP000000394	651357	Indian citrus ringspot virus (isolate Kinnow mandarin/India/K1/1996) (ICRSV)
UP000008957	651822	Fretibacterium fastidiosum
UP000000568	652106	Ryegrass mosaic virus (isolate Denmark/Danish) (RGMV)
UP000000573	652110	Oat chlorotic stunt virus (isolate United Kingdom) (OCSV)
UP000001665	652599	Panicum mosaic virus (strain United States/Kansas 109S) (PMV)
UP000007568	652616	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)
UP000000400	652669	Maize rayado fino virus (isolate Costa Rica/Guapiles) (MRFV)
UP000001100	652670	Beet necrotic yellow vein virus (isolate Japan/S) (BNYVV)
UP000009270	652673	Soil-borne wheat mosaic virus (strain United States/Nebraska/1981) (SBWMV)
UP000001102	652675	Raspberry bushy dwarf virus (isolate Malling Jewel raspberry/R15) (RBDV)
UP000201143	652718	Sweet potato leaf curl Canary virus
UP000199679	652787	Mucilaginibacter mallensis
UP000001103	652838	Ourmia melon virus (isolate Melon/Iran/VE9) (OuMV)
UP000006715	652839	Potato mop-top virus (isolate Potato/Sweden/Sw) (PMTV)
UP000297900	652876	Cohnella luojiensis
UP000001669	652939	Tobacco rattle virus (isolate PpK20) (TRV)
UP000002328	652953	Newcastle disease virus (strain Chicken/United States/B1/48) (NDV)
UP000008767	652961	Crimean-Congo hemorrhagic fever virus (strain Nigeria/IbAr10200/1970) (CCHFV)
UP000008154	652962	Lettuce big-vein associated virus (isolate Japan/Kagawa) (LBVaV)
UP000008772	652965	Infectious salmon anemia virus (isolate Atlantic salmon/Norway/810/9/99) (ISAV)
UP000002572	653733	Desulfurispirillum indicum (strain ATCC BAA-1389 / DSM 22839 / S5)
UP000516148	653931	Sphingomonas alpina
UP000007021	654903	Ostreid herpesvirus 1 (isolate France) (OsHV-1) (Pacific oyster herpesvirus)
UP000009249	654905	Cydia pomonella granulosis virus (isolate Mexico/1963) (CpGV) (Cydia pomonella granulovirus)
UP000007017	654908	Sulfolobus islandicus filamentous virus (isolate Iceland/Hveragerdi) (SIFV)
UP000000514	654909	Acidianus filamentous virus 1 (isolate United States/Yellowstone) (AFV-1)
UP000007024	654912	His1 virus (isolate Australia/Victoria) (His1V) (Haloarcula hispanica virus 1)
UP000000327	654913	White spot syndrome virus (isolate Shrimp/China/Tongan/1996) (WSSV) (White spot bacilliform virus)
UP000008786	654914	Fringilla coelebs papillomavirus (isolate Chaffinch/Netherlands/Dutch) (FcPV)
UP000008790	654917	Psittacus erithacus timneh papillomavirus (isolate African grey parrot) (PePV)
UP000008791	654918	Equus caballus papillomavirus 1 (strain Olson) (EcPV-1)
UP000008773	654923	Infectious spleen and kidney necrosis virus (isolate Mandarin fish/China/Nanhai/1998) (ISKNV)
UP000008770	654924	Frog virus 3 (isolate Goorha) (FV-3)
UP000000864	654926	Ectocarpus siliculosus virus 1 (isolate New Zealand/Kaikoura/1988) (EsV-1)
UP000008028	654928	Sheeppox virus (strain Turkey/TU-V02127) (SPPV)
UP000000515	654931	Drosophila x virus (isolate Chung/1996) (DXV)
UP000006714	654932	Penicillium chrysogenum virus (isolate Caston/2003) (PcV)
UP000007085	654933	Oryza sativa endornavirus (isolate Japan/1995) (OsEV)
UP000193978	655015	Methylocystis bryophila
UP000198964	655355	Sunxiuqinia elliptica
UP000007796	655863	Grosmannia clavigera (strain kw1407 / UAMH 11150) (Blue stain fungus) (Graphiocladiella clavigera)
UP000006911	656061	Tuber melanosporum (strain Mel28) (Perigord black truffle)
UP000007434	656519	Halanaerobium hydrogeniformans (Halanaerobium sp. (strain sapolanicus))
UP000231358	656916	Aspergillus arachidicola
UP000326289	656917	Aspergillus minisclerotigenes
UP000554144	657015	Pusillimonas harenae
UP000179907	657387	Kushneria phosphatilytica
UP000640485	657651	Paracoccus caeni
UP000016506	658080	Ralstonia sp. 5_2_56FAA
UP000003620	658088	Lachnospiraceae bacterium 9_1_43BFAA
UP000184226	658167	Candidimonas bauzanensis
UP000265703	658196	Glomus cerebriforme
UP000000316	658401	Cyanophage PSS2
UP000011064	658429	Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21) (Bat white-nose syndrome fungus) (Geomyces destructans)
UP000037233	658665	Dorea sp. D27
UP000294881	659006	Camelimonas lactis
UP000580517	659016	Pusillimonas soli
UP000050940	659018	Stenotrophomonas daejeonensis
UP000595703	659352	Streptomyces sp. SN-593
UP000324781	659425	Thermoclostridium caenicola
UP000243549	659497	Sclerotinia sclerotiorum partitivirus S
UP000521199	659595	Chiayiivirga flava
UP000242436	659660	Japanese holly fern mottle virus
UP000002489	660025	Fusarium oxysporum (strain Fo5176) (Fusarium vascular wilt)
UP000030753	660029	Fusarium oxysporum NRRL 32931
UP000005206	660122	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)
UP000803844	660469	(new) Cryphonectria parasitica EP155
UP000002881	660470	Mesotoga prima MesG1.Ag.4.2
UP000199170	660517	Halobellus clavatus
UP000199451	660521	Halogranum gelatinilyticum
UP000003446	661087	Olsenella sp. oral taxon 809 str. F0356
UP000053429	661399	Streptomyces caeruleatus
UP000027982	661478	Fimbriimonas ginsengisoli Gsoil 348
UP000321204	661481	Flavisolibacter ginsenosidimutans
UP000000492	662755	Corynebacterium resistens (strain DSM 45100 / JCM 12819 / GTC 2026 / SICGH 158)
UP000009375	662760	Candidatus Parvarchaeum acidiphilum ARMAN-4
UP000675163	662960	Leucobacter exalbidus
UP000015547	663237	Bacillus phage Wip1
UP000001622	663241	Enterococcus phage phiEf11
UP000001551	663278	Ethanoligenens harbinense (strain DSM 18485 / JCM 12961 / CGMCC 1.5033 / YUAN-3)
UP000170672	663281	Drosophila melanogaster birnavirus SW-2009a
UP000005726	663321	Candidatus Regiella insecticola LSR1
UP000245639	663609	Actinomycetospora cinnamomea
UP000584374	664693	Saccharopolyspora phatthalungensis
UP000198348	664784	Haloechinothrix alba
UP000204590	664785	Sclerotinia sclerotiorum hypovirulence associated DNA virus 1
UP000244967	664962	Azospirillum sp. TSH58
UP000008986	665032	Delftia phage PhiW-14 (Deftia acidovorans bacteriophage phiW-14)
UP000244081	665038	Breoghania corrubedonensis
UP000001312	665079	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)
UP000183447	665118	Devosia enhydra
UP000048984	665126	Prosthecomicrobium hirschii
UP000036611	665792	Paenibacillus sp. D9
UP000016934	665912	Cochliobolus sativus (strain ND90Pr / ATCC 201652) (Common root rot and spot blotch fungus) (Bipolaris sorokiniana)
UP000006424	665942	Desulfovibrio sp. 6_1_46AFAA
UP000011747	665952	Bacillus smithii 7_3_47FAA
UP000003283	665959	Bacillus sp. 2_A_57_CT2
UP000029768	666363	Drosophila melanogaster sigma virus (isolate Drosophila/USA/AP30/2005) (DMelSV)
UP000000346	666510	Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15)
UP000000383	666681	Methylotenera versatilis (strain 301)
UP000013300	666686	Bacillus sp. 1NLA3E
UP000588051	666702	Undibacterium oligocarboniphilum
UP000201828	666859	Butterbur mosaic virus
UP000107534	666961	Drosophila melanogaster sigmavirus HAP23
UP000109622	666962	Drosophila obscura sigmavirus 10A
UP000006793	667014	Thermodesulfatator indicus (strain DSM 15286 / JCM 11887 / CIR29812)
UP000005723	667129	Serratia odorifera DSM 4582
UP000018337	667135	Thermoplasmatales archaeon A-plasma
UP000017931	667138	Thermoplasmatales archaeon I-plasma
UP000523279	667154	Dicaeum eximium
UP000245657	668570	Methanospirillum lacunae
UP000000957	668618	Staphylococcus phage P954
UP000031668	669202	Thelohanellus kitauei (Myxosporean)
UP000094236	669874	Pachysolen tannophilus NRRL Y-2460
UP000002374	669875	(new) Escherichia phage vB_EcoM_ECO1230-10
UP000537260	670054	Leifsonia psychrotolerans
UP000321085	670291	Microvirga aerophila
UP000605848	670292	Microvirga aerilata
UP000571582	670337	Alaudala cheleensis (Asian short-toed lark)
